Dates,Algoma Public Health Unit,Brant County Health Unit,Chatham-Kent Health Unit,Durham Region Health Department,Eastern Ontario Health Unit,Grey Bruce Health Unit,Haldimand-Norfolk Health Unit,"Haliburton, Kawartha, Pine Ridge District Health Unit",Halton Region Health Department,Hamilton Public Health Services,Hastings and Prince Edward Counties Health Unit,Huron Perth District Health Unit,"Kingston, Frontenac and Lennox & Addington Public Health",Lambton Public Health,"Leeds, Grenville and Lanark District Health Unit",Middlesex-London Health Unit,Niagara Region Public Health Department,North Bay Parry Sound District Health Unit,Northwestern Health Unit,Ottawa Public Health,Peel Public Health,Peterborough Public Health,Porcupine Health Unit,"Region of Waterloo, Public Health",Renfrew County and District Health Unit,Simcoe Muskoka District Health Unit,Southwestern Public Health,Sudbury & District Health Unit,Thunder Bay District Health Unit,Timiskaming Health Unit,Toronto Public Health,Wellington-Dufferin-Guelph Public Health,Windsor-Essex County Health Unit,York Region Public Health Services
05-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
06-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
07-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
08-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
09-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
10-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
11-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
12-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
13-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
14-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
15-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
16-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
17-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
18-05-2020,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375,0.99375
19-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
20-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
21-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
22-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
23-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
24-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
25-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
26-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
27-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
28-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
29-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
30-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
31-05-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
01-06-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
02-06-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
03-06-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
04-06-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
05-06-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
06-06-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
07-06-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
08-06-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
09-06-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
10-06-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
11-06-2020,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775,0.775
12-06-2020,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875
13-06-2020,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875
14-06-2020,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875
15-06-2020,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875
16-06-2020,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875
17-06-2020,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875
18-06-2020,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.76875
19-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.39375
20-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.39375
21-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.39375
22-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.39375
23-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375,0.76875,0.39375
24-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.76875,0.39375
25-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
26-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
27-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
28-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
29-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
30-06-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
01-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
02-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
03-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
04-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
05-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
06-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
07-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
08-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
09-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
10-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
11-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
12-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
13-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
14-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
15-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
16-07-2020,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375,0.39375
17-07-2020,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375
18-07-2020,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375
19-07-2020,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375
20-07-2020,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375
21-07-2020,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375
22-07-2020,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375
23-07-2020,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.39375,0.1875,0.39375,0.39375
24-07-2020,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.39375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.39375,0.1875,0.39375,0.1875
